年龄,是否离职,出差频率,日薪,部门,离家距离,教育程度,教育领域,员工计数,员工编号,环境满意度,性别,时薪,工作投入度,职位等级,职位角色,工作满意度,婚姻状况,月收入,月费率,曾工作公司数,是否满18岁,是否加班,薪资涨幅百分比,绩效评级,关系满意度,标准工时,股票期权等级,总工作年限,去年培训次数,工作生活平衡,本公司工作年限,现任职位年限,上次晋升至今年限,现任经理共事年限
26,否,偶尔出差,192,Research & Development,1,2,Medical,1,1083,1,男,59,2,1,Laboratory Technician,1,已婚,3955,11141,1,Y,否,16,3,1,80,2,6,2,3,5,3,1,3
30,否,偶尔出差,1176,Research & Development,20,3,Other,1,1084,3,男,85,3,2,Manufacturing Director,1,已婚,9957,9096,0,Y,否,15,3,3,80,1,7,1,2,6,2,0,2
41,否,偶尔出差,509,Research & Development,7,2,Technical Degree,1,1085,2,女,43,4,1,Research Scientist,3,已婚,3376,18863,1,Y,否,13,3,3,80,0,10,3,3,10,6,0,8
38,否,偶尔出差,330,Research & Development,17,1,Life Sciences,1,1088,3,女,65,2,3,Healthcare Representative,3,已婚,8823,24608,0,Y,否,18,3,1,80,1,20,4,2,19,9,1,9
40,否,偶尔出差,1492,Research & Development,20,4,Technical Degree,1,1092,1,男,61,3,3,Healthcare Representative,4,已婚,10322,26542,4,Y,否,20,4,4,80,1,14,6,3,11,10,11,1
27,否,不出差,1277,Research & Development,8,5,Life Sciences,1,1094,1,男,87,1,1,Laboratory Technician,3,已婚,4621,5869,1,Y,否,19,3,4,80,3,3,4,3,3,2,1,2
55,否,经常出差,1091,Research & Development,2,1,Life Sciences,1,1096,4,男,65,3,3,Manufacturing Director,2,已婚,10976,15813,3,Y,否,18,3,2,80,1,23,4,3,3,2,1,2
28,否,偶尔出差,857,Research & Development,10,3,Other,1,1097,3,女,59,3,2,Research Scientist,3,单身,3660,7909,3,Y,否,13,3,4,80,0,10,4,4,8,7,1,7
44,是,偶尔出差,1376,Human Resources,1,2,Medical,1,1098,2,男,91,2,3,Human Resources,1,已婚,10482,2326,9,Y,否,14,3,4,80,1,24,1,3,20,6,3,6
33,否,偶尔出差,654,Research & Development,5,3,Life Sciences,1,1099,4,男,34,2,3,Healthcare Representative,4,离异,7119,21214,4,Y,否,15,3,3,80,1,9,2,3,3,2,1,2
35,是,偶尔出差,1204,Sales,4,3,Technical Degree,1,1100,4,男,86,3,3,Sales Executive,1,单身,9582,10333,0,Y,是,22,4,1,80,0,9,2,3,8,7,4,7
33,是,经常出差,827,Research & Development,29,4,Medical,1,1101,1,女,54,2,2,Research Scientist,3,单身,4508,3129,1,Y,否,22,4,2,80,0,14,4,3,13,7,3,8
28,否,偶尔出差,895,Research & Development,15,2,Life Sciences,1,1102,1,男,50,3,1,Laboratory Technician,3,离异,2207,22482,1,Y,否,16,3,4,80,1,4,5,2,4,2,2,2
34,否,经常出差,618,Research & Development,3,1,Life Sciences,1,1103,1,男,45,3,2,Healthcare Representative,4,单身,7756,22266,0,Y,否,17,3,3,80,0,7,1,2,6,2,0,4
37,否,偶尔出差,309,Sales,10,4,Life Sciences,1,1105,4,女,88,2,2,Sales Executive,4,离异,6694,24223,2,Y,是,14,3,3,80,3,8,5,3,1,0,0,0
25,是,偶尔出差,1219,Research & Development,4,1,Technical Degree,1,1106,4,男,32,3,1,Laboratory Technician,4,已婚,3691,4605,1,Y,是,15,3,2,80,1,7,3,4,7,7,5,6
26,是,偶尔出差,1330,Research & Development,21,3,Medical,1,1107,1,男,37,3,1,Laboratory Technician,3,离异,2377,19373,1,Y,否,20,4,3,80,1,1,0,2,1,1,0,0
33,是,偶尔出差,1017,Research & Development,25,3,Medical,1,1108,1,男,55,2,1,Research Scientist,2,单身,2313,2993,4,Y,是,20,4,2,80,0,5,0,3,2,2,2,2
42,否,偶尔出差,469,Research & Development,2,2,Medical,1,1109,4,男,35,3,4,Manager,1,已婚,17665,14399,0,Y,否,17,3,4,80,1,23,3,3,22,6,13,7
28,是,经常出差,1009,Research & Development,1,3,Medical,1,1111,1,男,45,2,1,Laboratory Technician,2,离异,2596,7160,1,Y,否,15,3,1,80,2,1,2,3,1,0,0,0
50,是,经常出差,959,Sales,1,4,Other,1,1113,4,男,81,3,2,Sales Executive,3,单身,4728,17251,3,Y,是,14,3,4,80,0,5,4,3,0,0,0,0
33,否,经常出差,970,Sales,7,3,Life Sciences,1,1114,4,女,30,3,2,Sales Executive,2,已婚,4302,13401,0,Y,否,17,3,3,80,1,4,3,3,3,2,0,2
34,否,不出差,697,Research & Development,3,4,Life Sciences,1,1115,3,男,40,2,1,Research Scientist,4,已婚,2979,22478,3,Y,否,17,3,4,80,3,6,2,3,0,0,0,0
48,否,不出差,1262,Research & Development,1,4,Medical,1,1116,1,男,35,4,4,Manager,4,单身,16885,16154,2,Y,否,22,4,3,80,0,27,3,2,5,4,2,1
45,否,不出差,1050,Sales,9,4,Life Sciences,1,1117,2,女,65,2,2,Sales Executive,3,已婚,5593,17970,1,Y,否,13,3,4,80,1,15,2,3,15,10,4,12
52,否,偶尔出差,994,Research & Development,7,4,Life Sciences,1,1118,2,男,87,3,3,Healthcare Representative,2,单身,10445,15322,7,Y,否,19,3,4,80,0,18,4,3,8,6,4,0
38,否,偶尔出差,770,Sales,10,4,Marketing,1,1119,3,男,73,2,3,Sales Executive,3,离异,8740,5569,0,Y,是,14,3,2,80,2,9,2,3,8,7,2,7
29,否,偶尔出差,1107,Research & Development,28,4,Life Sciences,1,1120,3,女,93,3,1,Research Scientist,4,离异,2514,26968,4,Y,否,22,4,1,80,1,11,1,3,7,5,1,7
28,否,偶尔出差,950,Research & Development,3,3,Medical,1,1121,4,女,93,3,3,Manufacturing Director,2,离异,7655,8039,0,Y,否,17,3,2,80,3,10,3,2,9,7,1,7
46,否,偶尔出差,406,Sales,3,1,Marketing,1,1124,1,男,52,3,4,Manager,3,已婚,17465,15596,3,Y,否,12,3,4,80,1,23,3,3,12,9,4,9
38,否,偶尔出差,130,Sales,2,2,Marketing,1,1125,4,男,32,3,3,Sales Executive,2,单身,7351,20619,7,Y,否,16,3,3,80,0,10,2,3,1,0,0,0
43,否,经常出差,1082,Research & Development,27,3,Life Sciences,1,1126,3,女,83,3,3,Manufacturing Director,1,已婚,10820,11535,8,Y,否,11,3,3,80,1,18,1,3,8,7,0,1
39,是,经常出差,203,Research & Development,2,3,Life Sciences,1,1127,1,男,84,3,4,Healthcare Representative,4,离异,12169,13547,7,Y,否,11,3,4,80,3,21,4,3,18,7,11,5
40,否,偶尔出差,1308,Research & Development,14,3,Medical,1,1128,3,男,44,2,5,Research Director,3,单身,19626,17544,1,Y,否,14,3,1,80,0,21,2,4,20,7,4,9
21,否,偶尔出差,984,Research & Development,1,1,Technical Degree,1,1131,4,女,70,2,1,Research Scientist,2,单身,2070,25326,1,Y,是,11,3,3,80,0,2,6,4,2,2,2,2
39,否,不出差,439,Research & Development,9,3,Life Sciences,1,1132,3,男,70,3,2,Laboratory Technician,2,单身,6782,8770,9,Y,否,15,3,3,80,0,9,2,2,5,4,0,3
36,否,不出差,217,Research & Development,18,4,Life Sciences,1,1133,1,男,78,3,2,Manufacturing Director,4,单身,7779,23238,2,Y,否,20,4,1,80,0,18,0,3,11,9,0,9
31,否,经常出差,793,Sales,20,3,Life Sciences,1,1135,3,男,67,4,1,Sales Representative,4,已婚,2791,21981,0,Y,否,12,3,1,80,1,3,4,3,2,2,2,2
28,否,偶尔出差,1451,Research & Development,2,1,Life Sciences,1,1136,1,男,67,2,1,Research Scientist,2,已婚,3201,19911,0,Y,否,17,3,1,80,0,6,2,1,5,3,0,4
35,否,经常出差,1182,Sales,11,2,Marketing,1,1137,4,男,54,3,2,Sales Executive,4,离异,4968,18500,1,Y,否,11,3,4,80,1,5,3,3,5,2,0,2
49,否,偶尔出差,174,Sales,8,4,Technical Degree,1,1138,4,男,56,2,4,Sales Executive,2,已婚,13120,11879,6,Y,否,17,3,2,80,1,22,3,3,9,8,2,3
34,否,经常出差,1003,Research & Development,2,2,Life Sciences,1,1140,4,男,95,3,2,Manufacturing Director,3,单身,4033,15834,2,Y,否,11,3,4,80,0,5,3,2,3,2,0,2
29,否,经常出差,490,Research & Development,10,3,Life Sciences,1,1143,4,女,61,3,1,Research Scientist,2,离异,3291,17940,0,Y,否,14,3,4,80,2,8,2,2,7,5,1,1
42,否,偶尔出差,188,Research & Development,29,3,Medical,1,1148,2,男,56,1,2,Laboratory Technician,4,单身,4272,9558,4,Y,否,19,3,1,80,0,16,3,3,1,0,0,0
29,否,偶尔出差,718,Research & Development,8,1,Medical,1,1150,2,男,79,2,2,Manufacturing Director,4,已婚,5056,17689,1,Y,是,15,3,3,80,1,10,2,2,10,7,1,2
38,否,偶尔出差,433,Human Resources,1,3,Human Resources,1,1152,3,男,37,4,1,Human Resources,3,已婚,2844,6004,1,Y,否,13,3,4,80,1,7,2,4,7,6,5,0
28,否,经常出差,773,Research & Development,6,3,Life Sciences,1,1154,3,男,39,2,1,Research Scientist,3,离异,2703,22088,1,Y,是,14,3,4,80,1,3,2,3,3,1,0,2
18,是,不出差,247,Research & Development,8,1,Medical,1,1156,3,男,80,3,1,Laboratory Technician,3,单身,1904,13556,1,Y,否,12,3,4,80,0,0,0,3,0,0,0,0
33,是,偶尔出差,603,Sales,9,4,Marketing,1,1157,1,女,77,3,2,Sales Executive,1,单身,8224,18385,0,Y,是,17,3,1,80,0,6,3,3,5,2,0,3
41,否,偶尔出差,167,Research & Development,12,4,Life Sciences,1,1158,2,男,46,3,1,Laboratory Technician,4,已婚,4766,9051,3,Y,是,11,3,1,80,1,6,4,3,1,0,0,0
31,是,经常出差,874,Research & Development,15,3,Medical,1,1160,3,男,72,3,1,Laboratory Technician,3,已婚,2610,6233,1,Y,否,12,3,3,80,1,2,5,2,2,2,2,2
37,否,偶尔出差,367,Research & Development,25,2,Medical,1,1161,3,女,52,2,2,Healthcare Representative,4,离异,5731,17171,7,Y,否,13,3,3,80,2,9,2,3,6,2,1,3
27,否,偶尔出差,199,Research & Development,6,3,Life Sciences,1,1162,4,男,55,2,1,Research Scientist,3,已婚,2539,7950,1,Y,否,13,3,3,80,1,4,0,3,4,2,2,2
34,否,偶尔出差,1400,Sales,9,1,Life Sciences,1,1163,2,女,70,3,2,Sales Executive,3,已婚,5714,5829,1,Y,否,20,4,1,80,0,6,3,2,6,5,1,3
35,否,偶尔出差,528,Human Resources,8,4,Technical Degree,1,1164,3,男,100,3,1,Human Resources,3,单身,4323,7108,1,Y,否,17,3,2,80,0,6,2,1,5,4,1,4
29,是,偶尔出差,408,Sales,23,1,Life Sciences,1,1165,4,女,45,2,3,Sales Executive,1,已婚,7336,11162,1,Y,否,13,3,1,80,1,11,3,1,11,8,3,10
40,否,经常出差,593,Research & Development,9,4,Medical,1,1166,2,女,88,3,3,Research Director,3,单身,13499,13782,9,Y,否,17,3,3,80,0,20,3,2,18,7,2,13
42,是,经常出差,481,Sales,12,3,Life Sciences,1,1167,3,男,44,3,4,Sales Executive,1,单身,13758,2447,0,Y,是,12,3,2,80,0,22,2,2,21,9,13,14
42,否,偶尔出差,647,Sales,4,4,Marketing,1,1171,2,男,45,3,2,Sales Executive,1,单身,5155,2253,7,Y,否,13,3,4,80,0,9,3,4,6,4,1,5
35,否,偶尔出差,982,Research & Development,1,4,Medical,1,1172,4,男,58,2,1,Laboratory Technician,3,已婚,2258,16340,6,Y,否,12,3,2,80,1,10,2,3,8,0,1,7
24,否,偶尔出差,477,Research & Development,24,3,Medical,1,1173,4,男,49,3,1,Laboratory Technician,2,单身,3597,6409,8,Y,否,22,4,4,80,0,6,2,3,4,3,1,2
28,是,偶尔出差,1485,Research & Development,12,1,Life Sciences,1,1175,3,女,79,3,1,Laboratory Technician,4,已婚,2515,22955,1,Y,是,11,3,4,80,0,1,4,2,1,1,0,0
26,否,偶尔出差,1384,Research & Development,3,4,Medical,1,1177,1,男,82,4,1,Laboratory Technician,4,已婚,4420,13421,1,Y,否,22,4,2,80,1,8,2,3,8,7,0,7
30,否,偶尔出差,852,Sales,10,3,Marketing,1,1179,3,男,72,2,2,Sales Executive,3,已婚,6578,2706,1,Y,否,18,3,1,80,1,10,3,3,10,3,1,4
40,否,经常出差,902,Research & Development,26,2,Medical,1,1180,3,女,92,2,2,Research Scientist,4,已婚,4422,21203,3,Y,是,13,3,4,80,1,16,3,1,1,1,0,0
35,否,偶尔出差,819,Research & Development,2,3,Life Sciences,1,1182,3,男,44,2,3,Manufacturing Director,2,离异,10274,19588,2,Y,否,18,3,2,80,1,15,2,4,7,7,6,4
34,否,经常出差,669,Research & Development,1,3,Medical,1,1184,4,男,97,2,2,Healthcare Representative,1,单身,5343,25755,0,Y,否,20,4,3,80,0,14,3,3,13,9,4,9
35,否,经常出差,636,Research & Development,4,4,Other,1,1185,4,男,47,2,1,Laboratory Technician,4,已婚,2376,26537,1,Y,否,13,3,2,80,1,2,2,4,2,2,2,2
43,是,偶尔出差,1372,Sales,9,3,Marketing,1,1188,1,女,85,1,2,Sales Executive,3,单身,5346,9489,8,Y,否,13,3,2,80,0,7,2,2,4,3,1,3
32,否,不出差,862,Sales,2,1,Life Sciences,1,1190,3,女,76,3,1,Sales Representative,1,离异,2827,14947,1,Y,否,12,3,3,80,3,1,3,3,1,0,0,0
56,否,偶尔出差,718,Research & Development,4,4,Technical Degree,1,1191,4,女,92,3,5,Manager,1,离异,19943,18575,4,Y,否,13,3,4,80,1,28,2,3,5,2,4,2
29,否,偶尔出差,1401,Research & Development,6,1,Medical,1,1192,2,女,54,3,1,Laboratory Technician,4,已婚,3131,26342,1,Y,否,13,3,1,80,1,10,5,3,10,8,0,8
19,否,偶尔出差,645,Research & Development,9,2,Life Sciences,1,1193,3,男,54,3,1,Research Scientist,1,单身,2552,7172,1,Y,否,25,4,3,80,0,1,4,3,1,1,0,0
45,否,偶尔出差,1457,Research & Development,7,3,Medical,1,1195,1,女,83,3,1,Research Scientist,3,已婚,4477,20100,4,Y,是,19,3,3,80,1,7,2,2,3,2,0,2
37,否,偶尔出差,977,Research & Development,1,3,Life Sciences,1,1196,4,女,56,2,2,Manufacturing Director,4,已婚,6474,9961,1,Y,否,13,3,2,80,1,14,2,2,14,8,3,11
20,否,偶尔出差,805,Research & Development,3,3,Life Sciences,1,1198,1,男,87,2,1,Laboratory Technician,3,单身,3033,12828,1,Y,否,12,3,1,80,0,2,2,2,2,2,1,2
44,是,偶尔出差,1097,Research & Development,10,4,Life Sciences,1,1200,3,男,96,3,1,Research Scientist,3,单身,2936,10826,1,Y,是,11,3,3,80,0,6,4,3,6,4,0,2
53,否,偶尔出差,1223,Research & Development,7,2,Medical,1,1201,4,女,50,3,5,Manager,3,离异,18606,18640,3,Y,否,18,3,2,80,1,26,6,3,7,7,4,7
29,否,偶尔出差,942,Research & Development,15,1,Life Sciences,1,1202,2,女,69,1,1,Research Scientist,4,已婚,2168,26933,0,Y,是,18,3,1,80,1,6,2,2,5,4,1,3
22,是,经常出差,1256,Research & Development,3,4,Life Sciences,1,1203,3,男,48,2,1,Research Scientist,4,已婚,2853,4223,0,Y,是,11,3,2,80,1,1,5,3,0,0,0,0
46,否,偶尔出差,1402,Sales,2,3,Marketing,1,1204,3,女,69,3,4,Manager,1,已婚,17048,24097,8,Y,否,23,4,1,80,0,28,2,3,26,15,15,9
44,否,不出差,111,Research & Development,17,3,Life Sciences,1,1206,4,男,74,1,1,Research Scientist,3,单身,2290,4279,2,Y,否,13,3,4,80,0,6,3,3,0,0,0,0
33,否,偶尔出差,147,Human Resources,2,3,Human Resources,1,1207,2,男,99,3,1,Human Resources,3,已婚,3600,8429,1,Y,否,13,3,4,80,1,5,2,3,5,4,1,4
41,是,不出差,906,Research & Development,5,2,Life Sciences,1,1210,1,男,95,2,1,Research Scientist,1,离异,2107,20293,6,Y,否,17,3,1,80,1,5,2,1,1,0,0,0
30,否,偶尔出差,1329,Sales,29,4,Life Sciences,1,1211,3,男,61,3,2,Sales Executive,1,离异,4115,13192,8,Y,否,19,3,3,80,3,8,3,3,4,3,0,3
40,否,经常出差,1184,Sales,2,4,Medical,1,1212,2,男,62,3,2,Sales Executive,2,已婚,4327,25440,5,Y,否,12,3,4,80,3,5,2,3,0,0,0,0
50,否,经常出差,1421,Research & Development,2,3,Medical,1,1215,4,女,30,3,4,Manager,1,已婚,17856,9490,2,Y,否,22,4,3,80,1,32,3,3,2,2,2,2
28,否,偶尔出差,1179,Research & Development,19,4,Medical,1,1216,4,男,78,2,1,Laboratory Technician,1,已婚,3196,12449,1,Y,否,12,3,3,80,3,6,2,3,6,5,3,3
46,否,偶尔出差,1450,Research & Development,15,2,Life Sciences,1,1217,4,男,52,3,5,Research Director,2,已婚,19081,10849,5,Y,否,11,3,1,80,1,25,2,3,4,2,0,3
35,否,偶尔出差,1361,Sales,17,4,Life Sciences,1,1218,3,男,94,3,2,Sales Executive,1,已婚,8966,21026,3,Y,是,15,3,4,80,3,15,2,3,7,7,1,7
24,是,偶尔出差,984,Research & Development,17,2,Life Sciences,1,1219,4,女,97,3,1,Laboratory Technician,2,已婚,2210,3372,1,Y,否,13,3,1,80,1,1,3,1,1,0,0,0
33,否,经常出差,1146,Sales,25,3,Medical,1,1220,2,女,82,3,2,Sales Executive,3,已婚,4539,4905,1,Y,否,12,3,1,80,1,10,3,2,10,7,0,1
36,否,偶尔出差,917,Research & Development,6,4,Life Sciences,1,1221,3,男,60,1,1,Laboratory Technician,3,离异,2741,6865,1,Y,否,14,3,3,80,1,7,4,3,7,7,1,7
30,否,偶尔出差,853,Research & Development,7,4,Life Sciences,1,1224,3,男,49,3,2,Laboratory Technician,3,离异,3491,11309,1,Y,否,13,3,1,80,3,10,4,2,10,7,8,9
44,否,偶尔出差,200,Research & Development,29,4,Other,1,1225,4,男,32,3,2,Research Scientist,4,单身,4541,7744,1,Y,否,25,4,2,80,0,20,3,3,20,11,13,17
20,否,偶尔出差,654,Sales,21,3,Marketing,1,1226,3,男,43,4,1,Sales Representative,4,单身,2678,5050,1,Y,否,17,3,4,80,0,2,2,3,2,1,2,2
46,否,偶尔出差,150,Research & Development,2,4,Technical Degree,1,1228,4,男,60,3,2,Manufacturing Director,4,离异,7379,17433,2,Y,否,11,3,3,80,1,12,3,2,6,3,1,4
42,否,不出差,179,Human Resources,2,5,Medical,1,1231,4,男,79,4,2,Human Resources,1,已婚,6272,12858,7,Y,否,16,3,1,80,1,10,3,4,4,3,0,3
60,否,偶尔出差,696,Sales,7,4,Marketing,1,1233,2,男,52,4,2,Sales Executive,4,离异,5220,10893,0,Y,是,18,3,2,80,1,12,3,3,11,7,1,9
32,否,经常出差,116,Research & Development,13,3,Other,1,1234,3,女,77,2,1,Laboratory Technician,2,已婚,2743,7331,1,Y,否,20,4,3,80,1,2,2,3,2,2,2,2
32,否,经常出差,1316,Research & Development,2,2,Life Sciences,1,1235,4,女,38,3,2,Research Scientist,3,单身,4998,2338,4,Y,是,14,3,4,80,0,10,2,3,8,7,0,7
36,否,偶尔出差,363,Research & Development,1,3,Technical Degree,1,1237,3,女,77,1,3,Manufacturing Director,1,离异,10252,4235,2,Y,是,21,4,3,80,1,17,2,3,7,7,7,7
33,否,偶尔出差,117,Research & Development,9,3,Medical,1,1238,1,男,60,3,1,Research Scientist,4,已婚,2781,6311,0,Y,否,13,3,2,80,1,15,5,3,14,10,4,10
40,否,偶尔出差,107,Sales,10,3,Technical Degree,1,1239,2,女,84,2,2,Sales Executive,2,离异,6852,11591,7,Y,否,12,3,2,80,1,7,2,4,5,1,1,3
25,否,偶尔出差,1356,Sales,10,4,Life Sciences,1,1240,3,男,57,3,2,Sales Executive,4,单身,4950,20623,0,Y,否,14,3,2,80,0,5,4,3,4,3,1,1
30,否,偶尔出差,1465,Research & Development,1,3,Medical,1,1241,4,男,63,3,1,Research Scientist,2,已婚,3579,9369,0,Y,是,21,4,1,80,1,12,2,3,11,9,5,7
42,否,经常出差,458,Research & Development,26,5,Medical,1,1242,1,女,60,3,3,Research Director,1,已婚,13191,23281,3,Y,是,17,3,3,80,0,20,6,3,1,0,0,0
35,否,不出差,1212,Sales,8,2,Marketing,1,1243,3,女,78,2,3,Sales Executive,4,已婚,10377,13755,4,Y,是,11,3,2,80,1,16,6,2,13,2,4,12
27,否,偶尔出差,1103,Research & Development,14,3,Life Sciences,1,1244,1,男,42,3,1,Research Scientist,1,已婚,2235,14377,1,Y,是,14,3,4,80,2,9,3,2,9,7,6,8
54,否,经常出差,966,Research & Development,1,4,Life Sciences,1,1245,4,女,53,3,3,Manufacturing Director,3,离异,10502,9659,7,Y,否,17,3,1,80,1,33,2,1,5,4,1,4
44,否,偶尔出差,1117,Research & Development,2,1,Life Sciences,1,1246,1,女,72,4,1,Research Scientist,4,已婚,2011,19982,1,Y,否,13,3,4,80,1,10,5,3,10,5,7,7
19,是,不出差,504,Research & Development,10,3,Medical,1,1248,1,女,96,2,1,Research Scientist,2,单身,1859,6148,1,Y,是,25,4,2,80,0,1,2,4,1,1,0,0
29,否,偶尔出差,1010,Research & Development,1,3,Life Sciences,1,1249,1,女,97,3,1,Research Scientist,4,离异,3760,5598,1,Y,否,15,3,1,80,3,3,5,3,3,2,1,2
54,否,偶尔出差,685,Research & Development,3,3,Life Sciences,1,1250,4,男,85,3,4,Research Director,4,已婚,17779,23474,3,Y,否,14,3,1,80,0,36,2,3,10,9,0,9
31,否,偶尔出差,1332,Research & Development,11,2,Medical,1,1251,3,男,80,3,2,Healthcare Representative,1,已婚,6833,17089,1,Y,是,12,3,4,80,0,6,2,2,6,5,0,1
31,否,偶尔出差,1062,Research & Development,24,3,Medical,1,1252,3,女,96,2,2,Healthcare Representative,1,单身,6812,17198,1,Y,否,19,3,2,80,0,10,2,3,10,9,1,8
59,否,偶尔出差,326,Sales,3,3,Life Sciences,1,1254,3,女,48,2,2,Sales Executive,4,单身,5171,16490,5,Y,否,17,3,4,80,0,13,2,3,6,1,0,5
43,否,偶尔出差,920,Research & Development,3,3,Life Sciences,1,1255,3,男,96,1,5,Research Director,4,已婚,19740,18625,3,Y,否,14,3,2,80,1,25,2,3,8,7,0,7
49,否,偶尔出差,1098,Research & Development,4,2,Medical,1,1256,1,男,85,2,5,Manager,3,已婚,18711,12124,2,Y,否,13,3,3,80,1,23,2,4,1,0,0,0
36,否,经常出差,469,Research & Development,3,3,Technical Degree,1,1257,3,男,46,3,1,Research Scientist,2,已婚,3692,9256,1,Y,否,12,3,3,80,0,12,2,2,11,10,0,7
48,否,偶尔出差,969,Research & Development,2,2,Technical Degree,1,1258,4,男,76,4,1,Laboratory Technician,2,单身,2559,16620,5,Y,否,11,3,3,80,0,7,4,2,1,0,0,0
27,否,偶尔出差,1167,Research & Development,4,2,Life Sciences,1,1259,1,男,76,3,1,Research Scientist,3,离异,2517,3208,1,Y,否,11,3,2,80,3,5,2,3,5,3,0,3
29,否,偶尔出差,1329,Research & Development,7,3,Life Sciences,1,1260,3,男,82,3,2,Healthcare Representative,4,离异,6623,4204,1,Y,是,11,3,2,80,2,6,2,3,6,0,1,0
48,否,偶尔出差,715,Research & Development,1,3,Life Sciences,1,1263,4,男,76,2,5,Research Director,4,单身,18265,8733,6,Y,否,12,3,3,80,0,25,3,4,1,0,0,0
29,否,偶尔出差,694,Research & Development,1,3,Life Sciences,1,1264,4,女,87,2,4,Research Director,4,离异,16124,3423,3,Y,否,14,3,2,80,2,9,2,2,7,7,1,7
34,否,偶尔出差,1320,Research & Development,20,3,Technical Degree,1,1265,3,女,89,4,1,Research Scientist,3,已婚,2585,21643,0,Y,否,17,3,4,80,0,2,5,2,1,0,0,0
44,否,偶尔出差,1099,Sales,5,3,Marketing,1,1267,2,男,88,3,5,Manager,2,已婚,18213,8751,7,Y,否,11,3,3,80,1,26,5,3,22,9,3,10
33,否,偶尔出差,536,Sales,10,5,Marketing,1,1268,4,男,82,4,3,Sales Executive,3,离异,8380,21708,0,Y,是,14,3,4,80,2,10,3,3,9,8,0,8
19,否,偶尔出差,265,Research & Development,25,3,Life Sciences,1,1269,2,女,57,4,1,Research Scientist,4,单身,2994,21221,1,Y,是,12,3,4,80,0,1,2,3,1,0,0,1
23,否,偶尔出差,373,Research & Development,1,2,Life Sciences,1,1270,4,男,47,3,1,Research Scientist,3,已婚,1223,16901,1,Y,否,22,4,4,80,1,1,2,3,1,0,0,1
25,是,经常出差,599,Sales,24,1,Life Sciences,1,1273,3,男,73,1,1,Sales Representative,4,单身,1118,8040,1,Y,是,14,3,4,80,0,1,4,3,1,0,1,0
26,否,偶尔出差,583,Research & Development,4,2,Life Sciences,1,1275,3,男,53,3,1,Research Scientist,4,单身,2875,9973,1,Y,是,20,4,2,80,0,8,2,2,8,5,2,2
45,是,偶尔出差,1449,Sales,2,3,Marketing,1,1277,1,女,94,1,5,Manager,2,单身,18824,2493,2,Y,是,16,3,1,80,0,26,2,3,24,10,1,11
55,否,不出差,177,Research & Development,8,1,Medical,1,1278,4,男,37,2,4,Healthcare Representative,2,离异,13577,25592,1,Y,是,15,3,4,80,1,34,3,3,33,9,15,0
21,是,经常出差,251,Research & Development,10,2,Life Sciences,1,1279,1,女,45,2,1,Laboratory Technician,3,单身,2625,25308,1,Y,否,20,4,3,80,0,2,2,1,2,2,2,2
46,否,偶尔出差,168,Sales,4,2,Marketing,1,1280,4,女,33,2,5,Manager,2,已婚,18789,9946,2,Y,否,14,3,3,80,1,26,2,3,11,4,0,8
34,否,偶尔出差,131,Sales,2,3,Marketing,1,1281,3,女,86,3,2,Sales Executive,1,单身,4538,6039,0,Y,是,12,3,4,80,0,4,3,3,3,2,0,2
51,否,经常出差,237,Sales,9,3,Life Sciences,1,1282,4,男,83,3,5,Manager,2,离异,19847,19196,4,Y,是,24,4,1,80,1,31,5,2,29,10,11,10
59,否,偶尔出差,1429,Research & Development,18,4,Medical,1,1283,4,男,67,3,3,Manufacturing Director,4,单身,10512,20002,6,Y,否,12,3,4,80,0,25,6,2,9,7,5,4
34,否,经常出差,135,Research & Development,19,3,Medical,1,1285,3,女,46,3,2,Laboratory Technician,2,离异,4444,22534,4,Y,否,13,3,3,80,2,15,2,4,11,8,5,10
28,否,经常出差,791,Research & Development,1,4,Medical,1,1286,4,男,44,3,1,Laboratory Technician,3,单身,2154,6842,0,Y,是,11,3,3,80,0,5,2,2,4,2,0,2
44,否,偶尔出差,1199,Research & Development,4,2,Life Sciences,1,1288,3,男,92,4,5,Manager,1,离异,19190,17477,1,Y,否,14,3,4,80,2,26,4,2,25,9,14,13
34,否,经常出差,648,Human Resources,11,3,Life Sciences,1,1289,3,男,56,2,2,Human Resources,2,已婚,4490,21833,4,Y,否,11,3,4,80,2,14,5,4,10,9,1,8
35,否,偶尔出差,735,Research & Development,6,1,Life Sciences,1,1291,3,男,66,3,1,Research Scientist,3,已婚,3506,6020,0,Y,是,14,3,4,80,0,4,3,3,3,2,2,2
42,否,偶尔出差,603,Research & Development,7,4,Medical,1,1292,2,女,78,4,2,Research Scientist,2,已婚,2372,5628,6,Y,是,16,3,4,80,0,18,2,3,1,0,0,0
43,否,偶尔出差,531,Sales,4,4,Marketing,1,1293,4,女,56,2,3,Sales Executive,4,单身,10231,20364,3,Y,否,14,3,4,80,0,23,3,4,21,7,15,17
36,否,偶尔出差,429,Research & Development,2,4,Life Sciences,1,1294,3,女,53,3,2,Manufacturing Director,2,单身,5410,2323,9,Y,是,11,3,4,80,0,18,2,3,16,14,5,12
44,是,偶尔出差,621,Research & Development,15,3,Medical,1,1295,1,女,73,3,3,Healthcare Representative,4,已婚,7978,14075,1,Y,否,11,3,4,80,1,10,2,3,10,7,0,5
